,ID,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,EDUCATION,MARRIAGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,SEX,default_payment_next_month,LIMIT_BAL
0,1600,33,47853,49474,47822,8585,8797,9001,1,2,0,0,0,0,0,0,2412,1500,500,500,500,490,1,1,50000
0,5958,25,98349,97473,91096,76371,77162,78084,2,2,0,0,0,0,0,0,3600,3000,2700,2800,3000,2800,2,0,100000
0,14294,47,0,0,0,0,0,0,2,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,2,1,160000
0,25733,47,0,0,0,0,0,0,3,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,2,0,200000
0,26525,58,25941,25722,28015,28262,27509,28082,2,1,1,2,2,2,2,0,500,3000,1000,0,1017,2433,2,1,90000
0,21859,26,21081,7985,7315,11295,10413,16745,3,2,0,0,0,0,0,0,2200,2500,6023,5000,6745,2155,2,0,150000
0,4814,42,24565,22446,23245,27410,12085,9535,2,1,0,0,0,0,0,0,5000,2000,5000,3000,6000,2280,2,0,130000
0,27855,27,39325,40668,42009,43804,44473,45752,3,2,0,0,0,0,0,0,2000,2000,2500,1700,2000,1700,2,0,60000
0,11668,26,29072,29276,30204,28501,29687,29497,2,1,0,0,0,0,0,2,1600,1500,1000,4000,1900,0,2,0,30000
0,15468,38,116625,118801,99370,84836,82168,80299,2,1,0,0,0,0,0,0,5000,3530,3019,2818,3000,3199,1,0,290000
0,13202,46,244563,248218,70004,64953,51507,50338,3,2,0,0,0,0,0,0,10925,2351,1886,1616,1756,1182,1,0,250000
0,27750,26,1962,4911,5933,6942,7102,9966,2,1,0,0,0,0,0,0,3000,1106,1115,275,3000,412,2,0,100000
0,6157,42,21431,19745,19943,19235,19245,13670,2,1,0,0,0,0,0,0,1386,1189,570,589,600,200,1,1,20000
0,6415,33,0,840,0,0,0,0,1,1,1,-1,-1,-2,-2,-2,840,0,0,0,0,0,2,0,140000
0,7752,40,89762,90395,87428,61778,68248,66997,2,3,1,2,0,0,0,2,3000,2773,2402,7660,0,2711,2,0,90000
0,712,42,47912,25023,25768,26410,27960,46254,2,1,0,0,0,0,0,0,1755,1500,1000,1909,1000,2000,2,0,30000
0,23855,40,30346,27040,23756,18897,10873,10707,2,1,0,0,0,0,0,0,1681,1635,1463,525,535,570,1,0,70000
0,26323,36,308711,305594,306176,304645,315118,315782,1,2,0,0,0,0,0,2,11000,13000,11019,23000,13300,3,2,0,360000
0,9760,45,80,-460,4091,5463,4978,975,3,1,-1,-1,0,-1,0,-1,2230,5029,5463,100,975,255,2,1,200000
0,6922,29,2187,1461,53603,976,20825,1159,1,2,-1,-1,-1,-1,-1,-1,1469,53871,981,20929,1164,0,2,0,280000
0,17917,34,86371,85679,87036,88742,49148,48396,2,1,0,0,0,0,0,0,3073,3700,3374,1543,1405,1500,1,1,90000
0,21804,25,26501,26869,27488,17891,6696,4129,4,2,0,0,0,0,0,0,5000,6000,3000,0,0,3585,2,0,240000
0,15022,38,47268,47269,45688,47690,48712,49525,3,2,0,0,0,0,0,0,2725,2767,2769,1791,1928,1960,1,0,160000
0,4100,51,144396,150396,396,396,396,546,6,1,-1,-1,-1,-1,-1,-1,6396,396,396,396,546,396,2,0,450000
0,10851,33,141571,138588,142343,69004,70596,69388,2,1,0,0,0,0,0,0,5000,6000,2270,2500,2472,2600,1,1,210000
0,22965,33,19572,28858,52512,71923,19923,-77,1,2,0,0,0,0,0,0,10000,25000,20400,0,0,77,2,0,200000
0,3076,29,16198,14320,15439,14757,14275,13680,1,2,1,2,0,0,2,2,0,5000,1000,0,2000,0,2,0,200000
0,27818,26,113284,110062,100659,93909,78589,52644,1,2,0,0,0,0,0,0,5200,4628,4878,3000,2055,1908,2,0,110000
0,29906,30,17479,18195,17614,18630,19000,19421,3,1,1,2,2,0,0,0,1300,0,1310,680,727,6000,1,1,50000
0,21549,22,24874,26163,26449,27915,27170,29071,2,2,2,2,2,2,2,2,2000,1000,2201,0,2500,1001,2,0,30000
0,27476,49,48960,49686,50723,9182,10025,10400,1,2,0,0,0,0,0,0,2255,2292,1157,1000,600,0,1,0,50000
0,3332,40,4180,5100,0,0,0,0,2,2,0,0,0,-2,-2,-2,1000,0,0,0,0,0,2,0,120000
0,6694,42,18958,2640,182251,173922,160553,147124,1,1,0,-1,-1,0,0,0,2676,189570,6084,5798,4627,3589,1,0,280000
0,7728,49,4739,-61,-61,-61,-61,-61,1,1,-1,-1,-2,-2,-2,-2,0,0,0,0,0,0,2,0,200000
0,17433,35,1046,2700,2187,678,2040,944,2,2,-1,-1,-1,-1,-1,0,2702,2187,678,2040,0,0,2,0,100000
0,25085,51,231300,235865,230713,235401,238828,243477,1,1,1,2,2,0,0,0,9838,0,10018,8845,8800,9000,1,0,500000
0,12925,21,32179,31397,30358,29758,29758,23036,3,1,4,3,2,0,0,0,0,0,0,0,1000,0,2,1,30000
0,24965,41,2361,652,401,63,684,0,1,1,-2,-2,-2,-2,-2,-2,652,401,63,684,0,0,1,0,210000
0,29543,36,181335,188576,188864,188547,193087,196559,4,1,0,0,0,0,0,0,14000,7000,5000,8000,7000,5000,1,0,150000
0,28288,32,67955,58404,50036,36908,29439,19494,2,2,2,0,0,0,0,0,3007,1794,2000,967,1000,870,2,1,70000
0,28323,28,1666,802,1793,0,0,0,3,2,-2,-2,-2,-2,-2,-2,806,1801,0,0,0,0,2,0,150000
0,12381,27,99050,17924,19123,20650,0,1136,1,2,0,0,0,0,0,-1,1301,1500,2000,0,1136,67412,2,0,210000
0,13819,32,34228,96716,74983,43557,15559,0,2,1,0,0,0,0,0,0,75113,2047,766,77,0,394,2,0,340000
0,15476,46,51814,53077,51400,0,0,0,3,1,1,2,2,2,-2,-2,2400,0,0,0,0,0,1,1,50000
0,6671,26,111710,12484,13917,12125,0,0,1,2,-1,0,0,0,0,-2,1267,1700,243,0,0,220000,1,0,320000
0,17817,23,49283,48570,49362,47907,18145,17495,2,2,0,0,0,0,0,0,1781,3264,1400,3000,350,133,1,0,50000
0,6872,58,5619,14822,43000,4650,12132,13953,1,1,-1,-1,-1,-1,-1,-1,15008,43065,4650,12132,13953,2200,1,0,360000
0,14036,26,18999,23699,9390,5781,8065,17277,1,2,0,0,0,0,0,0,5129,1227,1000,5914,10000,0,1,0,100000
0,11457,35,5888,0,0,11310,11310,0,1,2,-1,-1,-2,-1,0,0,0,0,11310,0,0,0,1,0,150000
0,8277,28,0,0,0,0,0,0,1,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,2,0,140000
0,22449,44,390,390,390,18015,17150,17102,2,2,-1,-1,-1,-1,0,0,390,390,18015,400,342,3334,2,0,50000
0,21070,40,231759,233357,236292,237176,236379,239221,1,1,0,0,0,0,0,0,10000,9000,10021,10000,10000,10000,1,0,380000
0,12608,29,9730,9067,9816,9889,8765,9136,2,2,0,0,0,0,0,0,1500,1091,1000,1000,1000,2000,2,0,50000
0,26627,23,51550,0,0,0,15239,14853,2,2,0,0,-2,-2,-1,2,0,0,0,15239,0,540,1,1,50000
0,5281,37,8634,3192,1352,13352,0,0,2,3,0,0,-1,0,0,-2,1000,676,6000,120,0,0,1,0,10000
0,18390,23,72853,73688,56073,57790,58356,60135,1,2,0,0,0,0,0,0,2933,2100,2659,2100,2700,2599,2,0,200000
0,5670,49,19169,20195,21207,21628,22233,22519,2,1,2,0,0,0,0,0,1341,1353,774,953,805,832,2,1,50000
0,19336,48,79536,31251,37071,16757,9509,10861,2,1,-1,-1,0,0,-1,-1,31280,26757,5076,9539,10861,56137,2,0,280000
0,25231,24,21540,22236,23574,24583,24915,25280,1,2,0,0,0,0,0,0,1358,1696,1705,1037,915,929,2,0,30000
0,27653,23,15252,16885,18500,18864,19807,19407,1,2,0,0,0,2,2,2,2200,2200,1000,1500,0,3000,2,0,50000
0,5728,49,63444,65420,67722,70970,72670,76444,1,1,0,0,0,0,0,0,3000,4000,5000,3000,5000,5000,1,0,180000
0,6154,41,5383,40004,0,650,0,2232,1,1,-1,-1,-1,-1,-1,-1,40134,0,650,0,2232,3208,1,1,460000
0,16859,47,58706,57384,59875,61518,65152,64074,1,1,1,2,2,2,2,3,0,3200,3000,5000,0,3000,1,1,160000
0,26067,30,0,0,0,0,0,0,5,2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,2,0,180000
0,3827,38,6901,0,188,6498,44938,56015,3,1,-2,-2,-1,-1,0,0,0,188,6498,40000,12000,2500,1,0,230000
0,21674,23,30660,30286,29757,30122,30498,28647,3,2,0,0,0,0,0,0,1800,1630,3000,2000,2000,2000,2,0,60000
0,8005,42,27884,28958,29864,30632,31274,32144,2,1,0,0,0,0,0,0,1526,1432,1200,1072,1326,704,1,1,180000
0,17986,33,213859,218094,225070,227528,121751,219354,1,1,0,0,0,0,0,0,9285,12000,9100,4600,4200,4100,1,1,230000
0,23142,34,0,0,0,0,0,0,3,2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,2,1,20000
0,28054,32,59710,49986,104390,94856,86461,83650,2,2,0,0,0,0,0,0,1808,69563,2891,2689,3012,2771,2,0,270000
0,15969,41,41814,43616,44710,45661,50880,49934,2,1,0,0,0,0,0,2,2500,2100,2000,6000,0,2000,2,0,140000
0,6795,34,43128,6164,3775,22690,21288,9289,1,2,-1,-1,-1,-1,0,0,6200,3775,22690,0,0,62588,1,0,100000
0,22848,36,67940,45746,46979,42045,40334,49542,1,2,0,0,0,0,0,0,2000,2000,2000,2000,13000,2000,2,0,310000
0,24056,27,0,0,0,0,0,0,1,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1,0,90000
0,14534,24,610,13222,13488,11818,12428,5965,2,2,-1,0,0,0,0,-1,13002,3000,0,1000,5965,0,1,0,20000
0,24809,36,26490,23333,16721,17400,26087,19577,2,2,0,0,2,0,0,2,3246,0,7313,15000,0,7000,1,0,120000
0,1429,37,76089,77985,79104,80399,81462,83366,1,1,2,2,2,2,2,2,3700,3000,3200,2500,3400,4300,2,1,210000
0,25532,34,0,0,0,0,0,0,1,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,2,0,200000
0,23052,39,1220,330,165,5773,3598,3598,2,1,-1,2,2,-1,-1,-1,170,0,5773,3598,3598,6208,2,0,360000
0,26338,42,35215,31889,26299,27804,25809,27052,2,1,0,0,0,0,0,0,2500,3000,3000,2500,2500,2000,2,0,260000
0,25216,23,14544,15597,16641,17659,18066,18775,1,2,0,0,0,0,0,0,1300,1300,1300,700,1000,1000,2,1,30000
0,9597,41,9736,10453,11771,13032,12538,12187,2,2,-1,0,0,0,3,2,1182,1500,1761,0,0,1100,1,0,30000
0,24534,43,149803,131171,132165,133948,133070,135089,2,1,0,0,0,0,0,0,6150,6256,6275,5012,5363,4000,1,0,280000
0,8948,40,0,0,0,0,0,0,3,2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,2,1,180000
0,13919,29,110524,108204,99784,71451,67024,62655,1,2,0,0,0,0,0,0,10000,5000,4000,4000,7500,8200,1,0,130000
0,28425,31,124281,84575,93180,99097,106391,97337,1,2,0,0,0,0,0,0,10000,10000,8000,10000,10000,12097,2,0,220000
0,24777,44,126113,107216,88039,83304,77605,70260,1,1,0,0,0,0,0,0,5002,5030,10008,10017,10000,10000,1,0,210000
0,23323,44,45412,32091,36633,35749,36353,37115,3,2,0,0,0,2,0,0,1900,5400,0,1500,1500,1600,2,1,80000
0,8522,26,182218,173980,262878,128739,130929,130437,1,2,2,2,0,0,0,0,0,5000,5000,4738,4915,4661,2,0,180000
0,5164,26,85814,91999,91803,94376,96409,98072,2,1,2,2,2,2,2,2,8500,2200,5000,3700,3400,4000,2,1,110000
0,22349,28,40683,1888,1592,1312,486,886,1,2,-2,-2,-2,-2,-2,-2,1888,1592,1312,486,1036,438,2,0,280000
0,29058,53,148058,161291,136908,118358,115497,118539,2,2,0,0,0,0,0,0,20074,6246,8836,5955,8984,4507,2,0,230000
0,7379,30,89538,82621,78236,49417,21226,23174,1,2,0,0,0,0,0,0,4000,2092,1333,769,2300,0,2,0,260000
0,8545,34,-9,1844,0,0,0,0,1,1,-2,-2,-2,-2,-2,-2,1853,0,0,0,0,0,1,1,450000
0,7850,28,45537,43173,36230,28068,20229,20650,2,1,0,0,0,0,0,0,3000,2500,2000,2000,1100,0,2,0,90000
0,16468,50,27666,28677,31516,30701,32392,32645,3,1,0,0,0,2,2,2,1473,3312,0,2578,1294,0,2,1,100000
0,18606,24,47952,45713,46752,46375,46893,47872,1,2,0,0,0,0,0,0,1732,1771,1714,1632,1687,1749,2,0,80000
0,812,39,99259,102345,109636,326,2016,61707,1,1,0,0,0,0,-2,-1,5000,10000,326,2016,61707,17785,2,0,700000
0,13139,32,129371,131025,39505,40894,39229,40679,1,1,0,0,0,0,0,0,5650,1650,2007,1500,2100,1500,2,0,140000
0,22010,28,7457,1512,8475,5499,2960,670,1,2,0,-1,-1,-1,-1,-1,1512,8475,5499,2960,670,25594,2,0,210000
0,12596,38,14095,15117,16130,16462,16808,17140,3,2,0,0,0,0,0,0,1255,1268,600,611,612,1000,1,0,30000
0,13551,22,483,480,390,390,390,390,1,2,-2,-2,-2,-2,-2,-2,487,390,390,390,390,390,2,0,20000
0,2386,42,64489,58611,54463,53008,52835,40015,2,2,0,0,0,0,0,0,3100,5000,5000,10000,3000,5000,2,0,230000
0,15581,52,29860,29086,33288,32459,34600,36539,2,1,2,2,2,2,0,0,0,5000,0,3000,2500,2500,1,1,250000
0,20717,39,173187,96550,82810,78255,77816,81392,2,3,0,0,0,0,0,0,4000,5000,5000,5000,5000,5000,1,0,210000
0,12828,49,12939,14128,15354,5023,5275,54,2,3,0,0,0,0,0,0,1405,1631,300,375,54,1000,1,0,30000
0,11892,35,2736,1276,2552,1276,1276,1276,1,2,-1,2,-1,0,-1,-1,0,2552,0,1276,1276,1276,2,0,140000
0,12861,29,48305,49726,50389,30410,30364,30063,1,1,0,0,0,0,0,0,2500,2109,1100,1100,1100,1100,2,0,50000
0,26992,31,42188,40033,31106,28890,28613,49036,2,2,0,0,0,0,0,0,1577,1511,1415,1138,22000,1746,1,0,80000
0,13704,40,5810,216,5741,6143,7039,26799,2,1,-1,-1,-1,0,0,0,216,7741,500,1000,20000,1500,1,0,80000
0,24255,31,231467,231619,234261,231597,42209,26348,2,2,0,0,0,0,0,0,8500,9358,5104,864,527,0,1,1,240000
0,29640,32,5359,4217,2900,3392,1421,915,1,2,-1,-1,-1,-1,-1,-1,4217,2907,3397,1421,915,906,1,0,220000
0,17099,25,44894,43924,36549,32665,20246,19968,2,2,0,0,0,0,0,0,5003,5016,4000,2000,2000,2000,2,0,50000
0,24664,41,114953,88428,96993,94537,97968,100387,2,2,0,0,0,2,0,0,5000,10000,0,5000,4000,5000,1,1,210000
0,5765,22,37990,39400,15674,-1,-1,-1,3,2,0,0,-1,-1,-2,-2,2400,15674,0,0,0,0,2,0,80000
0,2642,42,44498,46740,45718,44696,43848,44718,3,1,1,3,4,3,2,0,3240,0,0,0,1600,1845,2,1,50000
0,23925,24,392639,397332,376317,214062,164003,162836,2,1,0,0,0,0,0,0,16117,20516,7092,6019,4636,5570,1,0,420000
0,15787,24,40901,37962,26566,9866,5386,5651,2,3,0,0,0,0,0,0,1600,6207,1465,2200,1000,3000,2,0,50000
0,5091,29,62325,59359,30604,22204,19895,19199,2,1,0,0,0,0,0,0,2864,1300,1000,803,1107,1000,2,0,60000
0,19352,40,57816,62139,60584,63871,62251,63443,2,1,1,2,3,2,3,2,5900,0,4900,0,2500,2500,2,1,120000
0,23036,42,64268,45659,18875,7742,5572,131869,2,1,-1,0,0,0,0,-1,2339,4564,2200,1000,131869,3862,2,0,360000
0,13753,39,128068,143227,52196,43180,1095,856,1,2,0,0,0,0,-1,-1,20000,12000,0,1095,856,50000,1,0,500000
0,22971,23,25084,20685,30688,23674,23636,22426,1,2,0,0,0,0,0,0,1500,12000,2000,1000,1000,1100,2,0,80000
0,11025,23,63143,59608,59182,27882,24574,22330,2,1,2,2,0,0,0,0,0,1478,2000,1000,3000,2000,2,0,60000
0,12338,34,10554,568,22058,23205,11571,12179,4,1,-2,-2,-1,0,-1,-1,1074,22657,11586,24637,12719,20798,2,0,510000
0,11793,40,22747,16260,6500,15525,0,0,3,1,0,0,-1,-1,-1,-2,3002,6500,15525,0,0,0,2,0,80000
0,3360,34,131773,58259,54699,54832,53693,48731,2,2,0,0,0,0,0,2,3000,1944,5000,3692,0,2000,1,0,120000
0,7476,36,0,0,0,0,0,200,1,1,1,-2,-2,-2,-2,-2,0,0,0,0,200,159200,2,0,500000
0,6453,46,7401,4567,6242,24353,20219,23163,1,1,-1,-1,-1,-1,0,0,4567,6443,24353,10219,13163,5909,1,0,330000
0,19264,37,0,0,0,283,0,0,2,1,-2,-2,-2,-2,-2,-2,0,0,283,0,0,0,2,0,150000
0,9737,29,69718,67961,68306,69786,48728,18574,1,2,0,0,0,0,0,0,3000,2000,2049,2000,1000,1000,2,0,110000
0,25826,35,48725,53095,56858,4849,4849,4849,2,2,0,0,0,-1,-1,-1,10000,10000,4849,4849,4849,4849,2,0,80000
0,3649,36,52689,0,150,150,921,771,2,1,0,0,-1,2,-1,2,0,150,0,921,0,51362,2,0,230000
0,10415,24,-1400,-1400,-1400,-1000,-1000,0,3,2,1,-2,-2,-2,-2,-2,0,0,1000,0,1000,0,1,0,20000
0,28152,32,169223,179223,199223,202486,200935,-6,1,2,0,0,0,0,0,0,10000,20000,11022,4935,6,2844,2,0,300000
0,19968,35,467,2628,287,9471,985,4489,1,2,-1,-1,-1,-1,-1,-1,2700,1000,9500,1000,4500,1301,2,0,200000
0,18077,40,44310,45244,47922,46307,45983,50635,2,2,0,0,0,0,0,0,3003,5007,2008,3004,7019,12,1,0,50000
0,27459,50,66204,64551,66924,72209,70451,72179,3,1,2,3,2,2,3,2,0,4000,7000,0,3000,3000,1,0,100000
0,23299,31,137254,92636,94641,96667,98883,79972,3,2,0,0,0,0,0,0,3320,3500,3600,3900,3000,3000,2,0,140000
0,20170,33,84064,85935,55548,134719,152290,152470,2,1,0,0,0,0,0,0,5935,5548,84719,23050,7470,5624,2,0,200000
0,16702,39,84184,95791,94901,92866,93514,85659,3,2,0,0,0,0,0,0,16000,5013,5024,10000,5000,10000,1,0,200000
0,7460,30,34405,52512,52263,52261,52140,52615,2,2,0,0,0,0,0,0,20000,1826,1971,2000,2500,2000,2,0,260000
0,1801,35,776,1172,380,776,1172,380,2,1,-1,-1,-1,-1,-1,-1,1172,380,776,1172,380,776,2,1,160000
0,3915,43,128947,106671,101362,87420,88774,81869,2,2,0,0,0,0,0,0,4039,7010,2359,7617,2760,2366,1,0,140000
0,22414,37,26305,25583,26649,27584,28135,28878,2,2,1,2,0,0,0,0,0,1481,1416,967,1156,1000,2,0,50000
0,23605,35,11285,11781,13613,8401,1859,429,2,1,-1,-1,-1,-1,-1,-1,11798,13694,8401,1859,429,946,2,0,180000
0,24635,36,39212,45987,42778,25163,7784,12332,2,2,-1,-1,0,0,2,-1,45994,20052,20007,7,12332,500,1,0,60000
0,10937,29,113436,109439,111108,108476,104655,107338,2,1,2,2,2,2,2,2,1308,7623,3900,11,7700,0,2,1,180000
0,8397,24,30639,25390,27618,26382,27546,17660,1,2,0,0,0,0,0,2,2913,9000,0,2000,0,10639,2,0,90000
0,26888,36,338992,339254,348485,346028,338981,348032,2,1,0,0,0,0,0,0,15348,20013,20018,15000,20000,20000,1,0,360000
0,5589,24,75894,70947,59783,18965,15936,1518,3,2,0,0,0,0,0,0,10004,3012,1000,1000,1518,20911,2,0,70000
0,2472,29,10512,12044,11562,11080,11700,12357,1,2,2,2,3,2,2,2,2000,0,0,800,1000,500,1,1,20000
0,10500,47,0,0,0,0,0,0,2,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,2,0,420000
0,23074,45,0,0,0,0,0,0,3,2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,2,1,360000
0,13911,33,86960,85585,87235,84511,84488,86184,3,1,0,0,0,0,0,0,3200,3114,3000,3100,3100,3500,2,1,90000
0,9500,32,125995,127467,130080,131238,141612,140868,1,2,0,0,0,0,0,2,5000,4723,3323,11086,0,4000,2,0,150000
0,17671,39,63370,64621,65380,66520,66343,63498,1,1,0,0,0,0,0,0,2305,2515,2370,2180,2500,2200,2,0,230000
0,22816,33,14682,1220,4048,1871,1320,257,1,2,0,0,0,0,2,-1,1075,3923,1723,5,257,10843,2,1,210000
0,4365,49,338321,329178,320709,310208,289883,279709,2,1,0,0,0,0,0,0,12323,22023,12023,10023,10823,7523,2,0,360000
0,8462,27,43865,45548,46266,49290,48372,49412,2,2,0,0,0,0,2,0,2400,1776,3800,0,2000,1800,2,0,100000
0,7370,37,23607,24921,25775,0,0,0,2,1,0,0,0,0,-2,-2,2000,1800,0,0,0,0,1,0,50000
0,23455,31,1154,1368,1080,1567,788,0,2,2,-1,-1,-1,-1,-1,-1,1368,1080,1567,788,0,1638,2,1,210000
0,4054,32,47445,37395,9858,8536,9674,9591,2,1,0,0,0,0,0,0,1697,1118,285,299,1110,40207,2,1,50000
0,22825,31,82939,82814,71541,59493,67821,71546,1,2,0,0,0,0,0,0,5017,4033,2828,10000,5000,3000,2,0,290000
0,14064,31,1316,1316,1316,533,4116,9834,1,2,-1,-1,-1,-1,-1,-1,1316,1316,533,4116,9834,7100,1,1,120000
0,25647,38,41092,43095,44692,45648,47884,136701,1,2,0,0,0,0,0,0,3000,2300,2000,3000,90000,4000,2,0,430000
0,8814,37,12037,5123,2460,6460,5360,0,2,2,-1,-1,-1,0,0,0,5123,2460,4000,107,0,3960,2,0,160000
0,4290,52,81382,72937,65480,66777,68176,69547,2,1,0,0,0,0,0,0,4611,4000,2387,2472,2502,2544,1,0,100000
0,19165,33,2125,3405,2131,2131,2131,0,2,1,-2,-2,-2,-2,-2,-2,3411,2131,2131,2131,0,5354,2,0,190000
0,20203,35,9000,0,0,0,0,0,1,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,2,0,230000
0,8332,40,138389,110701,83468,41202,41687,36335,2,1,0,0,0,0,0,0,5148,3216,2003,3000,3041,5056,2,0,140000
0,25675,39,4042,5060,2300,0,780,0,2,1,-1,-1,-1,-1,-1,-1,5327,2300,0,780,0,0,2,0,30000
0,23087,40,8482,3493,4724,5749,345,349,2,2,-2,-2,-2,-2,-2,-2,3514,4724,5749,345,349,24026,2,0,150000
0,21415,30,8939,316,541,4188,3473,7653,1,2,-1,-1,-1,-1,-1,-1,316,541,4188,3473,7653,2280,2,0,220000
0,15857,27,17845,20615,19962,18191,12134,6879,2,2,0,0,2,2,2,0,3384,0,1450,0,500,2417,2,0,30000
0,5344,31,10119,10188,9089,9271,9618,8516,3,2,0,0,2,0,0,0,3000,0,295,459,1500,2000,1,0,10000
0,20960,41,275367,255049,247090,242309,238609,238712,1,2,0,0,0,0,0,0,10580,9006,8507,10902,8600,8671,1,0,290000
0,405,29,160432,163916,159676,166893,170098,153800,1,2,2,2,2,2,2,2,7500,0,11558,5800,0,5654,2,1,160000
0,14544,39,139079,143816,134472,130129,133031,136919,2,2,0,0,0,0,0,0,7000,4800,4659,5000,6100,6000,1,0,140000
0,25983,40,60211,55996,54178,44518,28636,28957,2,1,2,0,0,0,0,0,3000,2000,2000,3000,1300,1100,2,0,60000
0,19084,32,23741,26021,24419,23541,10576,6985,3,2,2,2,2,0,0,2,4000,0,2000,1000,0,4000,2,1,70000
0,4110,32,489,0,1257,0,1169,641,1,2,-2,-2,-2,-2,-2,-2,0,1257,0,1169,641,0,1,0,230000
0,13728,36,24230,25840,27556,27447,26254,29645,2,1,0,0,0,0,0,0,2000,2500,1500,1500,4000,0,2,0,40000
0,7748,54,1348,21411,-25,4895,48976,15319,1,1,-2,-2,-2,-2,-2,-2,21532,0,4920,49221,15395,0,1,0,400000
0,11199,32,148352,151267,143254,137379,35290,1200,3,2,0,0,0,0,0,0,5210,5212,4610,706,1200,0,1,0,150000
0,12593,27,70084,71379,69264,26547,24173,24620,2,1,3,2,3,2,0,0,3000,0,0,2000,1000,1000,2,1,70000
0,6737,33,27729,28138,28285,28463,29303,29766,1,1,0,0,0,0,0,0,1500,1500,1500,1300,1100,1032,2,0,30000
0,15661,37,-1,297,-2,-2,-2,-2,2,2,1,-1,-1,-2,-2,-2,298,0,0,0,0,544,2,0,200000
0,7037,35,325,537,4233,857,325,325,1,2,-1,-1,-1,-1,-1,-1,537,4233,857,325,325,954,1,0,140000
0,5796,26,110934,99271,90066,80165,78108,77588,1,2,0,0,0,0,0,0,4432,2988,4492,2797,2991,2900,2,0,120000
0,24147,29,402396,384100,375827,330644,353036,355121,1,2,0,0,0,0,0,0,14000,13400,30696,53036,12752,15980,1,0,430000
0,3934,32,16849,17618,18194,17759,18759,5340,2,1,0,0,0,0,0,0,1434,1400,355,1000,126,450,1,0,20000
0,312,34,143301,146333,147042,127814,130331,132845,2,1,0,0,0,0,0,0,7000,5000,5000,4900,5000,5100,2,0,180000
0,3696,44,43596,46320,43976,44287,38113,30778,2,1,0,0,2,0,0,0,5000,0,2500,1500,2000,1000,2,0,50000
0,2137,23,0,0,0,0,0,19553,1,2,1,-2,-2,-2,-2,-1,0,0,0,0,19553,389,1,0,50000
0,9246,33,7547,3773,4329,8638,2279,-1,2,2,0,0,-1,-1,-1,-1,1011,4345,9261,2285,0,338,2,0,130000
0,621,39,36146,36184,37511,33080,30223,31561,2,1,0,0,0,0,0,0,3000,3000,3000,2500,2000,2000,2,0,150000
0,9543,32,12319,0,0,61,561,528,1,2,-1,-1,-2,-1,0,-1,0,0,61,500,528,498,1,0,140000
0,28518,34,39883,34983,23772,20410,14818,7565,2,2,0,0,0,0,0,0,2068,1331,1029,353,208,20711,2,0,150000
0,19704,37,3860,780,27557,28433,29477,28910,3,1,0,-1,-1,0,0,0,780,27557,2000,1500,1100,1500,2,0,30000
0,17404,41,68953,68908,68799,65250,53934,54149,2,1,0,0,0,2,0,0,3000,3810,2010,2054,2000,1872,2,0,70000
0,25780,41,78069,54955,27911,11687,11926,11926,3,2,0,0,0,0,0,0,1576,1589,1000,239,0,1696,2,0,80000
0,12032,39,-18,-18,-18,-18,-18,-18,1,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1,0,240000
0,977,25,6174,7543,7255,3887,5887,0,2,2,1,2,2,0,0,0,2000,28,0,2000,0,0,1,1,20000
0,5199,51,16849,18686,18877,19252,19415,19954,2,1,0,0,2,0,0,0,2116,800,682,701,858,394,1,0,20000
0,3826,28,72620,873,8596,6418,6243,1984,2,2,-1,-1,-1,0,0,-1,873,8596,275,300,1984,27014,2,0,500000
0,1993,67,453985,470915,471175,486776,503914,527711,3,1,2,2,3,3,4,6,25704,9464,25065,25703,33000,215,1,0,580000
0,388,73,63144,65631,68875,70646,72870,75018,3,1,-1,0,0,2,2,2,3500,4330,3500,3500,3500,5100,1,1,80000
0,23863,30,121,2175,774,2774,2774,14190,1,2,-1,-1,2,0,0,-1,3204,0,2000,0,15000,2043,1,0,300000
0,29085,65,0,0,0,0,0,0,3,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,2,1,260000
0,1949,39,50477,22472,20148,4708,5000,5028,2,2,0,0,0,0,-1,0,3000,5000,500,5000,500,500,1,0,90000
0,8681,52,39429,39548,39490,38801,36087,25189,3,1,0,0,0,0,0,0,1781,1770,1148,1174,949,590,1,0,50000
0,26595,29,1246,1476,3436,4868,5781,6681,2,2,-1,-1,0,0,0,0,2000,2000,1500,1000,1000,1000,1,0,390000
